display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Chris Nashawaty,Entertainment Weekly,"Like all of Craig's turns in the tux, Spectre is a blast of bespoke escapism, full of globetrotting action and thousand-thread-count opulence.","| Original Score: B-
                
                |","Nov 3, 2015"
Bill Goodykoontz,Arizona Republic,"Had it been the first Bond film with Craig in the title role, the reaction likely would be ""wow!"" This is some good stuff, way deeper than the silly Bonds. But with history behind us, it feels a little slight.","| Original Score: 3.5/5
                
                |","Nov 3, 2015"
Mike Scott,Times-Picayune,"There's still a hint of the caveman about Daniel Craig's Bond, but it's countered by an emotional evolution that makes him the most interesting Bond in franchise history.","| Original Score: 3/5
                
                |","Nov 3, 2015"
A.A. Dowd,AV Club,"For those who have been waiting patiently for Bond to stop brooding so heavily, Spectre is about as close as the Craig version of the character is probably going to get to the quipping, unflappable 007 of yore.","| Original Score: B-
                
                |","Nov 3, 2015"
Matt Pais,RedEye,"What should feel like a clash among abused power, a world in turmoil and a resolute force of justice becomes underwhelming and basic, fitting for the theme song by the one-note Sam Smith.","| Original Score: 2/4
                
                |","Nov 3, 2015"
Ray Pride,Newcity,"Compositions are clean and casually geometric... furnishings and settings have the sweet grace of simplicity, elements sketched in as in a keenly focused stage production. But as they say on Broadway, you don't walk out of a musical humming the scenery.",|,"Nov 3, 2015"
Bryan Bishop,The Verge,A listless mash-up of lazy gags and storytelling shortcuts that doesn't just echo the series' Mooreian lows - it undermines all the work the franchise has done since 2006.,|,"Nov 3, 2015"
Michael Phillips,Chicago Tribune,"[Mendes is] smart about pacing and rhythm and an astute judge of when to go for the joke and how to let his actors run the show, as opposed to the show -- the explosions and murders and such -- flattening the actors.","| Original Score: 3/4
                
                |","Nov 3, 2015"
Richard Roeper,Chicago Sun-Times,"A slick, beautifully photographed, action-packed, international thriller with a number of wonderfully, ludicrously entertaining set pieces, a sprinkling of dry wit, myriad gorgeous women and a classic psycho-villain.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Nov 3, 2015"
Bruce Kirkland,Toronto Sun,"An adrenaline rush of action, insight, drama, pathos, brutality, humility, humanity and even the occasional whisper of mischievous comedy.","| Original Score: 4.5/5
                
                |","Nov 3, 2015"
Steve Persall,Tampa Bay Times,"Spectre might pass for parody, except Mendes raised the stakes so high with Skyfall that lowbrow isn't becoming on 007, and might spell his end. Like Sam Smith sings, much too shrill for a James Bond movie: The writing's on the wall.","| Original Score: C-
                
                |","Nov 3, 2015"
William Bibbiani,CraveOnline,"There's a distinct sense that Bond himself (and not just Daniel Craig) is tired of this repetitive, soul-crushing crap and ready to move on.",|,"Nov 3, 2015"
Scott A. Mantz,Access Hollywood,"A merely good-enough, but not great addition to the Bond canon.","| Original Score: 3/5
                
                |","Nov 3, 2015"
Julian Roman,MovieWeb,"'Spectre' is a nod to the classic scenes, characters, and imagery from Bond lore. It is formulaic, but spectacular nonetheless.","| Original Score: 3/5
                
                |","Nov 3, 2015"
Rafer Guzman,Newsday,A Bond film that feels caught between its roots as a mindlessly enjoyable action-franchise and its new mandate to deliver the operatic emotions and sudsy plot lines of today's superhero properties.,"| Original Score: 2.5/4
                
                |","Nov 3, 2015"
Matt Prigge,Metro,"At heart it's another dopey Roger Moore outing, minus the dick jokes.","| Original Score: 3/5
                
                |","Nov 3, 2015"
Scott Mendelson,Forbes,'Spectre' Is The Worst 007 Movie In 30 Years.,"| Original Score: 3.0/10
                
                |","Nov 3, 2015"
Matt Singer,ScreenCrush,"For a franchise so insistent on its freshness, its villain looks awfully old-fashioned.","| Original Score: 5/10
                
                |","Nov 3, 2015"
Jake Cole,Slant Magazine,"All of its revisionism centrally incorporates the history of the franchise, and the film both excels and suffers for frequently recalling its forbears.","| Original Score: 2.5/4
                
                |","Nov 3, 2015"
Justin Gerber,Consequence,"Early on, Spectre promises to be one of the best Bonds - a reminder that nobody does it better. In the end, it just looks like everything else.","| Original Score: C
                
                |","Nov 3, 2015"
Stephanie Zacharek,Village Voice,"In the end, Spectre is just too much of a good thing. Though each scene is carefully wrought, there's little grace, majesty, or romance in the way the pieces are connected.",|,"Nov 3, 2015"
Matt Zoller Seitz,RogerEbert.com,"Even by the generous standards of Bond pictures, which have been graded on a curve since 1962, ""Spectre"" has to be considered a missed opportunity.","| Original Score: 2.5/4
                
                |","Nov 3, 2015"
Fred Topel,Nerd Report,The Daniel Craig 007 movie I've been waiting for since Casino Royale.,|,"Nov 2, 2015"
Jen Yamato,The Daily Beast,"If you never imagined your mind would wander to tentacle porn while watching a James Bond movie, well, at least Spectre serves up something unexpected.",|,"Nov 2, 2015"
Ben Skipper,International Business Times,The impressive cast feels stuck in second gear.,"| Original Score: 2/5
                
                |","Nov 2, 2015"
Harvey S. Karten,Compuserve,"Spectacular visuals cannot make up for formulaic plotting, banal dialogue, and by-the-numbers acting.",|,"Nov 2, 2015"
Soren Andersen,Seattle Times,"In a number of key scenes, ""Spectre"" re-creates classic moments from past Bonds. Think of them as James Bond's Greatest Hits. Think of them also as signs Mendes and his writers have run out of fresh ideas.","| Original Score: 2.5/4
                
                |","Nov 2, 2015"
Kaleem Aftab,The National (UAE),Spectre is a film of sequences rather than sustained adventure.,"| Original Score: 3/5
                
                |","Nov 2, 2015"
Kim Newman,Sight & Sound,"For all its wayward plotting and off-the-peg elements, SPECTRE works.",|,"Oct 29, 2015"
Gregory Wakeman,CinemaBlend,"At times clunky, Spectre is still utterly gorgeous, always compelling and the ultimate proof that Daniel Craig is the best James Bond of all time.","| Original Score: 4/5
                
                |","Oct 29, 2015"
Rob Carnevale,Indie London,"Spectacular, stylish, dark but still amusing, Spectre is a thrilling entry that combines the best of Bond movies old and new.","| Original Score: 4.5/5
                
                |","Oct 29, 2015"
Ryan Gilbey,New Statesman,"Even fantasy needs verisimilitude, and if you're going to have your hero producing planes out of thin air, miles from any apparent airstrip, as Bond does, why stop there? Surely no need for a plane. Just have him zoom through the air, arms outstretched.",|,"Oct 29, 2015"
Deborah Ross,The Spectator,"Spectre is the 24th film in the Bond franchise, the fourth starring Daniel Craig, the second directed by Sam Mendes, and the first at not much of anything. Nothing new to report, in other words.",|,"Oct 29, 2015"
MaryAnn Johanson,Flick Filosopher,"After a truly spectacular and fresh opening sequence, everyone might as well be enacting a Bond puppet show, which is sometimes unpleasantly retro-icky.",|,"Oct 28, 2015"
Brogan Morris,We Got This Covered,"Overlong and bloated, Spectre is a few rewrites away from greatness. Still, there's no denying that it's an eccentric epic and undeniably fun, despite a languorous final stretch.","| Original Score: 6/10
                
                |","Oct 27, 2015"
Ed Whitfield,The Ooh Tray,"If you miss a Bond movie with impetus and well-orchestrated mayhem, you've missed the point. It's all about mood these days.",|,"Oct 26, 2015"
Jason Best,Movie Talk,"This is a movie that positively revels in its heritage, with references to the series' iconic characters and moments dropped into the narrative with a mix of playfulness and reverence... There are nods, nudges and witty allusions everywhere you look.","| Original Score: 4/5
                
                |","Oct 26, 2015"
David Sexton,London Evening Standard,"A Bond that, for all its grandiose production values, is little more than an anthology of previous Bonds, a palimpsest even, to be fancier about it.","| Original Score: 3/5
                
                |","Oct 25, 2015"
Henry Fitzherbert,Daily Express (UK),It's the best Bond ever.,"| Original Score: 5/5
                
                |","Oct 25, 2015"
Mark Kermode,Observer (UK),"While Spectre may not be the equal of its immediate predecessor, it's still bang on target in delivering what an audience wants from this seemingly indestructible franchise ...","| Original Score: 4/5
                
                |","Oct 25, 2015"
Donald Clarke,Irish Times,"Nothing in this propulsive, if criminally overlong, thriller packs anything like the punch delivered by the most familiar refrains.","| Original Score: 3/5
                
                |","Oct 24, 2015"
John Nugent,The Skinny,"After 53 years and 24 films, is it too much to, ahem, exSpectre bit more?","| Original Score: 3/5
                
                |","Oct 23, 2015"
Jamie Healy,Radio Times,"For all its flaws, overreaching ambition and excessive running time, this is a prestige picture on a huge scale.","| Original Score: 3/5
                
                |","Oct 23, 2015"
Demetrios Matheou,Thompson on Hollywood,Some of the action is jaw-dropping.,|,"Oct 22, 2015"
Chris Tilly,IGN Movies,"While it's a stylish feature, the film lacks true substance, with SPECTRE a solid effort but one that falls frustratingly short of greatness.","| Original Score: 7.2/10
                
                |","Oct 22, 2015"
Adam Woodward,Little White Lies,In many ways Spectre is the purest Bond experience of the Craig era.,"| Original Score: 3/5
                
                |","Oct 22, 2015"
Helen O'Hara,GQ Magazine [UK],"It's never Quantum-levels of disappointing, but it all just feels overcooked.",|,"Oct 22, 2015"
Jordan Royce,Starburst,"As an action movie, SPECTRE does zip along initially until the halfway mark when the mythology and the intentional nostalgia trip pull on the handbrake.","| Original Score: 7/10
                
                |","Oct 22, 2015"
Wendy Ide,TheWrap,All about the set pieces. Character development and dialogue both come in at a distant joint second place.,|,"Oct 22, 2015"
Nicholas Barber,BBC.com,"From its vodka martinis to its exploding buildings, the whole film is like a YouTube mash-up of sequences drawn from earlier entries in the series: it's Déjà Vu to a Kill.","| Original Score: 4/5
                
                |","Oct 22, 2015"
Emma Simmonds,The List,It's easy to enjoy but hard to care about.,"| Original Score: 3/5
                
                |","Oct 22, 2015"
Matthew Turner,WOW247,"Bond's 24th outing delivers handsomely in action set pieces and crowd-pleasing moments, but is let down by a weird mix of tone, a lack of plot and poorly defined characters.","| Original Score: 3/5
                
                |","Oct 22, 2015"
Adam Sweeting,The Arts Desk,"This isn't the perfect Bond. It's over-long at two and half hours, and there are intermittent longueurs before it finally gets all the afterburners firing for the concluding 45 minutes. But lots of it is great, too.","| Original Score: 4/5
                
                |","Oct 21, 2015"
Danny Leigh,Financial Times,"After the sombre excellence of Skyfall, Spectre tries to tweak the formula while clearly being thrown into panic at the thought.","| Original Score: 2/5
                
                |","Oct 21, 2015"
Ben Travis,London Evening Standard,"Digging into Bond history, returning director Sam Mendes has, against all the odds, delivered a film that at least matches, and perhaps even betters, Skyfall.",|,"Oct 21, 2015"
Andy Lea,Daily Star (UK),"This may be the longest Bond film ever made, but it's so entertaining those 148 minutes fly by faster than Bond's new gadget-laden Aston Martin DB10.","| Original Score: 5/5
                
                |","Oct 21, 2015"
Simon Reynolds,Digital Spy,"Spectre will go down as Craig's stab at going full-blown BOND - big, bold and a bit more like Roger Moore.","| Original Score: 3/5
                
                |","Oct 21, 2015"
Stephen Dalton,Hollywood Reporter,"In pure action adventure terms, Spectre delivers the goods, with plenty of revved-up supercar porn and several kinetic high-speed chase sequences on road, river and snowy mountain slope.",|,"Oct 21, 2015"
Guy Lodge,Variety,"A wealth of iconography - both incidental and integral - from the series' founding chapters is revived here, making ""Spectre"" a particular treat for 007 nerds, and a businesslike blast for everyone else.",|,"Oct 21, 2015"
Fionnuala Halligan,Screen International,Mendes isn't afraid to hurl every trick in the Bond book onscreen to remind us of why we love 007.,"Full Review
                
                
                |","Oct 21, 2015"
Robbie Collin,Daily Telegraph (UK),"No film series has been better at raiding its own mausoleum, and throughout Spectre, ghosts of Bond films past come gliding through the film, trailing shivers of pleasure in their wake.","| Original Score: 5/5
                
                |","Oct 21, 2015"
Alex Leadbeater,What Culture,James Bond is ridiculous again in this disappointing (but still fun) outing.,"| Original Score: 3/5
                
                |","Oct 21, 2015"
Kate Muir,Times (UK),"This fourth outing for Daniel Craig as James Bond is achingly cool, as sleek and powerful as the silver Aston Martin DB10 that races through the movie.","| Original Score: 5/5
                
                |","Oct 21, 2015"
Ed Dyson,The Sun (UK),We were expecting you to deliver Mr Bond... and you certainly didn't disappoint.,|,"Oct 21, 2015"
David Edwards,Daily Mirror (UK),"Forget the campiness of the past, 007 is the suited-and-booted menace originally envisioned by creator Ian Fleming.",|,"Oct 21, 2015"
Brian Viner,Daily Mail (UK),"From the exhilarating pre-credits sequence, against the backdrop of the Day of the Dead festival in Mexico City, to a spectacular denouement in the shadow of the Houses of Parliament, Spectre is a proper joyride of a James Bond film.","| Original Score: 4/5
                
                |","Oct 21, 2015"
Peter Bradshaw,Guardian,"A terrifically exciting, spectacular, almost operatically delirious 007 adventure.","| Original Score: 5/5
                
                |","Oct 21, 2015"
Geoffrey Macnab,Independent (UK),"As an action movie, Spectre is every bit the equal of its predecessor, Skyfall. For at least half its running time, this is as good as Bond gets -- a rip-roaring and very stylishly made thriller with tremendous production values.","| Original Score: 4/5
                
                |","Oct 21, 2015"
Oliver Lyttelton,The Playlist,Spectre feels like a film patched together out of endless hastily-drafted script rewrites rather than a cohesive vision.,"| Original Score: C-
                
                |","Oct 21, 2015"
Stefan Pape,HeyUGuys,"There's still a place for Bond in a contemporary, cinematic climate.","| Original Score: 3/5
                
                |","Oct 21, 2015"
Matt Looker,TheShiznit.co.uk,To say it does fighting and chasing extremely well is really only to say that it does 'being a Bond movie' adequately well. Where it fails is in everything else it tries to do.,"| Original Score: 3/5
                
                |","Oct 21, 2015"
Tom Huddleston,Time Out,"A rousing, spectacular, scattershot and somewhat overextended victory lap.","| Original Score: 3/5
                
                |","Oct 21, 2015"
